Vendor_Name,Product_Name,Product_Category,Brand_Name,Number_0f_Unit_Sold,Sold_Dollar_Amount,Avg_Unit_Price_Sold_Amt,Reported_Date,Product_ID
m-naomraamotc.zek,snamqetexbeosranclttvehcogaeermssrnt9afvuredultsiu7odk8uop5ootehacuximerioctreeereiikuign0wylhlm6ancooitpstaomrobrhenibusrsw1hsnpnboenaus,iAotr|cescCEreri|oscseasmnleac,UHS,5,49.95,9.99,2021-07-18 00:00:00,F03B71RZ21
icaaz-rmmdeoo.ctn,totkwtsusleabdaill3mn4ectrayebtnphbpylgtrptcasptcitixo1i1euibsbewmmmagaueichmccrkiaiexbephgd-rsebarvnot0nloslncrccgoacledho2ndflnm0te.lc1gogrptaaioiesco2fsxi,rume|rsrtsklepoowoNCnnictecEtig|,NGREEAT,22,4132.16,187.83,2021-07-18 00:00:00,H0MQ8RB7HG
r-m.omecnmkaaoatz,renkaoyipabaadtc1kp'0i1ocurcsmgortsvzsn,Greycor,'asMc,3,28.62,9.54,2021-07-18 00:00:00,0CHK71QYYB
c-a.ainozcdroetmm,sus-yerylctreo/d6yahbzoeyles4uttumiooldoztedtb'xgr,tBlusChoyCm|ginosots|e,isisDgeu,21,581.58,27.69,2021-07-18 00:00:00,5HD8BW07HW
emmaakoto.cr-amnz,ocuoklguesacsihbeuslsaobcaeaprofnonaduscc-wscurselmlatpkgmaylrprkysplamdibmnrkcokad,CtLn|gagehigogul,9L82K,16,639.84,39.99,2021-07-18 00:00:00,TRBBP7W07B
mkznmoreaam-tcao.,trafcotBdiFtDoisLlAanpdooTBF)zriekrrfF6lhy(pirWioMaOtGtneGyemktkrruosPnonaeoteirneateegravonlreoarmGeeawSrM4iid/atsktB,cpe|ortsesiArcssSo,EQY,13,220.87,16.99,2021-07-18 00:00:00,6B9R80F7D3
.tamnazeamk-ormoc,ngehlemialaobtifshgigwlisuotllyhotiibptheiksdkinitg)nctrdancinn(blwolkrhlaahuglbtc-rcnal2abiinvtai,pemngntmLotH|hmriegvoiIe,AINOITCNTAHCSC,70,2201.74,31.45,2021-07-19 00:00:00,JFY2V8BXC0
tceamor-mkmon.zaa,couumfgw2opioeaobilricvpaposrhclabari2mlcoehl1mtaifcvnocdriotrwlrcdiwlvg0ospovlxbirnerlzscoeaogtlelnosl2eeiidnvle,emednB|odgiH,ZLINA,15,145.01,9.67,2021-07-19 00:00:00,76SR70BVM8
aar.kzmomtecnam-o,aos1abhcnerefactnepmgfebecafu&a-ggme6ctnm&o-olelffalodfortoaponestltirldeerlrsyoaroifi,ervreeoBGeagfscfer|Ce|oy,roaFl,15,146.7,9.78,2021-07-19 00:00:00,BP7VG08HY1
tnoarommmzake-a.c,flpoyoisegwat1pcnne-ddidmsrb-ohlseiooeignleazienrnuatudmtastcio2raermnnsiolcysonpopovoteaidissingpcpasmtgeigrnaonttpnisttlieotiens-oluwoednmgenspef0orngucbambtoislanapd,lahHSmelsnettu|pep,tinNtuueNosra'itr,8,118.56,14.82,2021-07-19 00:00:00,YDYLXC6B0P
akamrzco-mmtao.en,drpandpeno)scciogc3iearreu(okin8nn'apatt,HaeamCourroi||ptaeSayBh,a'snrdpaG,5,134.45,26.89,2021-07-19 00:00:00,D0ZZ8R9BV1
mceazr.-mmtankoao,utlt4lehen0dg7bn0em0e2vnarsdl0lulhiecbal/lk-[snebil05b.]weaalnaoe1pmpre1t3de13pb6e1aia10g5oeci0it0nhlv/1emhlv8kwgmraqcttsavlh1djdtuimaiga0wcu/bt1e1craleyseib4,pBL|gteniommlbsurmHeIvetoh,lhyiyguti,3,53.97,17.99,2021-07-19 00:00:00,8DHLYST50B
Pstocrianmscbp3unamoioz.-,aavrtarrlaerlaitcciradhoe8asxwsltsrcrbrfbntjcdtemeeboaetomeewoohrodtlwpirraspplcplstoetrorokaaewtres-eient5hbwoff3roeenatetegokpgusitcialhfreeoreiitpltert,Buyeta,FEELYREUN,12,431.76,35.98,2021-07-19 00:00:00,0BTQ0K59B0
eaanormzotkcamm-.,DT&FWSR56MRH1HZZ0-65I0ET21TAD74EREEAA3INYOOEGO1N0,rateaycG|om|MHer,Wnaesz&toDit,4,13.72,3.43,2021-07-19 00:00:00,0LQAJB8T0M
anmorakcozm-amet.,nenmakmglcnplo2etoli&ehlpeobetinocfocelaptteipiiioetekeobanwtsdpanpfnonbl0lehionarsgsgtseilttflortrralhtahtamktggesfagayassohsasitoneiolesikshtr,apoaMiaeklPhBNiel|utsyu|,soeelihlGetelbsP,26,662.19,25.47,2021-07-19 00:00:00,BFGN508DB8
mek-oanrczaamo.mt,bNi6hPMnaka]tP4rhcre1vpurowlsCaaAr1PEftorTetAUB]hSanP.ePsneonwmotPno]CfOeCorsboeoipriisSooereeDytoi[cvoty2rictMx1niliOrhl[orI[hhxsseacoPnPuo9Ce1rCo10eCf5rtlt,lsa|elosnsPCeeCh,NAPEIO,5,74.95,14.99,2021-07-19 00:00:00,FB7120WM58
oeockta.mnmaz-mar,bgariouapale)e0plyncesnjscrouapar9knps(myeyespsll2ollpbklreeseelisnfoceogo,tHealespptl|eSmnuh,.SsFEYm.ecoeBra,25,704.99,28.2,2021-07-19 00:00:00,L9HB827B0V
occ-.dmiaaeztrmon,esfafaobefccroddd3otpcocpiuld1bkysle.nppdouoemseckh(enrbeftrrroerataget)te.izsac1ppswaiooetsfte0r&emeptallguen,D|ipusletSPpgseo,resCa,14,194.6,13.9,2021-07-19 00:00:00,5BPB84L06M
e-idoncotrmamz.ac,olemhflaunworzocmmcsufrrsreoinyiysteoesegbilerneidwis,eaCmSutsar|n|reyeCiBak,eisfrnein,16,288.0,18.0,2021-07-19 00:00:00,5BPB84L06M
m-emcmazanktooar.,haol3omctbotsvgtleencerpwroerfevtotihs-d-mepsotr-eairossboyofeniovahadetctmbssirlmtcernaanamaneidevytytimsmp,ogideH|dBmne,SoVcstiof,20,2599.0,129.95,2021-07-19 00:00:00,EIJB1WH4F0
aatmkn-mrmooezca.,et5geir.nkkurbailbacapfnalreenltternpptfypa2ls1cmcbkorsoneglmaie0,frDe|rycEiefasO,HIPEARS,26,480.64,18.49,2021-07-19 00:00:00,6G007ZB0AB
rcamk.etamon-moaz,lpcnodso'ohcsmyvsndnggrvhtieacarsyauostar1sutfue3yedalauneranmbe,n|rryGaCyecod,nrouuScPh,30,562.06,18.74,2021-07-19 00:00:00,BR0CW68M37
cd-oiaenrmacoz.tm,cln-lgabad.k1aiinrw7srutonkl,Mle|iledhieHtulpcSaspa,Unegr,5,94.1,18.82,2021-07-19 00:00:00,H0MQ8RB7HG
mmtmaoz.aakecnor-,rettrbtrenphtmoenaitlntelsheiesfddrtrndarirbeoiseafridsorhbtaeiwdefalirshpspoeito-neoifolrferiabepyttoearmludeaelsfinheaipnlcespshemtmnyfwbaslaelrusoasitnnueheeasaomeuelt,leltnceeMHethnAaiteiira|dv,tsHspMiaeliclo,172,1711.4,9.95,2021-07-19 00:00:00,B7HFR1H012
.maciozdcm-tnoaer,toaua1gorraonccufeseifnracszaeteegsdafnoaarfnrrrdmrtdikoao2hmu,Geryocr,oRFn'reksdHta,28,166.43,5.94,2021-07-19 00:00:00,BP7VG08HY1
ma-rotmmcza.aneok,dcnnprlcrrizncthoeoolbgklaismopd-dttnfiwcesmabl5aocoaso3e-iv'fam&ektridkngseonicoaescrho-aece4ostialryirbrlnrdtopbaileccsohplyegsp,soeelCSg|Mnihh|ton,onVez,15,1499.85,99.99,2021-07-19 00:00:00,B5TYN20Z91
.naoatmrmzakmc-eo,bc5hcekbaaennnl-adptibh-kdh2kndsie3lrybod3eex1o,|hKeiHetconm,enthKAdcii,23,2067.01,89.87,2021-07-19 00:00:00,B0IUK30Z18
oocamr-maenmk.atz,"ih2xtanbCoP""ea2aaSewggBNLyieBXue:e2Buipt0to""oory&ttntlX:TBu/kfsyleyx1rsLLyesreg2nerzyatheoSsismwOulnu1erei0tHxlWrBrMrtoltnkeor:SLXddiaRsniz4:eHaoaprird%""",yBab,ullrulttexiy,14,351.11,25.08,2021-07-19 00:00:00,Y079J2B220
.kaone-zaaotcmmrm,oaoasrsmlnek0wtaleewddmsaovrhitulgocsroindpnrtlenrlitneoee&oimmefafsiliftbimtr3ei5hwml0rpboimpidl/a-tnhhhesheicrky4ovdrwiigto,yBeaut,igmnoeRnt,16,671.84,41.99,2021-07-19 00:00:00,0ZOPGK807B
m-icodoaratcmezn.,itnebrpscrmdmoiihnhaoaiortecaesctttiebmrsftrctiyeneobycraotamotopoewsspaernorpnbmjayecwbceaoozdm,ddniegb|yBaB,apayoCeAbcirnnammyB,3,53.13,17.71,2021-07-19 00:00:00,M0RBQM7FBL
.coraozatakmenm-m,btetwlebsccwaposagtrncptpaoakkoo)iiialceoagbdnkbeece(lldoerifffgncabarkpnriosohurmgek,lggonhuLgCtgi|ae,refeE,4,118.36,29.59,2021-07-19 00:00:00,BH0L9BX1M7
ic.mram-eonodzatc,"nnmguhreglarek""odloauuoitidslowfm6naelteenriedeyintcoacwaplhnranrdamlpdlriow3ylslogarra",ed|WwomoHin,DhrsLeouc,26,643.21,24.74,2021-07-19 00:00:00,01U0TE09BC
tmanaecrommakz-o.,YhgneaneyCtWsrtuwaiVsNotltneouagAo5uh1e0sadaparCeht,He|tpSllmpueaehtsn,ohYyeutor,18,434.07,24.11,2021-07-19 00:00:00,BBVL0RPSD7
azramnc.ae-motmko,f2n3lctteo1esccintcedct-lvaaecwelkna-eeyahadf)paa4ldployy(alstio3iiagcrn,caieSyanuaerkCBeFt||,alyO,22,412.7,18.76,2021-07-19 00:00:00,0Q7LBOWLE1
emr.atomaakmcoz-n,crsftgeneeaciaisoownebooilsopkrpbisil1d1ioxogp.ttegrttonifaiforeeesuplinufupgsreau1irriolhncoan-krroy1mldoomenclnldhlsdlwleceahsphntuchh1cencaoiifearye6sn,PlsClehasesCeno|,LOIANBAA,4,43.96,10.99,2021-07-19 00:00:00,8CL01Y3XB9
t.mdaieczmna-roco,"lhpknsbcgleesliceaeasasaiortsgotami4woezeoslecawsiilgftearkoryddshilpbbueheetfptmyn""wsetc-rpeihctoc1",n|HgdBidmeoe,nmsBacosAaiz,4,103.96,25.99,2021-07-19 00:00:00,0LT9FH8B7X
ok-cetnroz.amamam,pdagsnwchsirosstraswyyuqiltoardtsnts-3leclaooincldpearyehyc8namesrrssrssmpbfeiunehecey,h|lostmnlCCi|esoutriGgs,odusJ,24,648.18,27.01,2021-07-19 00:00:00,0V3QBAGFT0
zaatm.naocmerm-ok,r1tla-w5ahcroean9ae/slil5rysggnnl6gnsgalea9i6)clrstc0ubeoahxpnlu2lgga(lacaadl0kalrbtklelo9vyevshgegoa99s0earo5nlaalttan,shashoediesplTuHm|lHseBrgSooapu|,aTsrek,14,391.58,27.97,2021-07-19 00:00:00,BG52W705F7
ao.r-zmtmecoaankm,ciypd-oeaoohlmdnavgsaoheeuheboteh)eaargiprlragem2nmetaaodfcnbosfdn(onolksrlpyiyldimppeatanylpdabyle0nnmhhimprd3pnboe1wwaftbrswfo,Bbay,ybbaaBe,20,279.36,13.97,2021-07-19 00:00:00,1D0U1B3AP7
am.nzmrectaok-amo,xc8asd5hrhicaopapogc.opeccten3cdwplt/eneiwrrtraoaarsiepninchxrs1porsoeoeoht/ktsemohemksnfphi1nteehiarsrt,eselC|PashloeCsn,EcTJeh,123,859.77,6.99,2021-07-19 00:00:00,0TBQ8W52GQ
mka.mtrozaoeancm-,yetoratibnhhcaai0t)ebnsbsoosu-aoec(abcgomeksi-gfoilddll2l2mrruntpnr,emHo,hMosgina,4,511.96,127.99,2021-07-19 00:00:00,EIJB1WH4F0
acmre.notko-mzama,Isis6eNNApen-Na(iedrucFL0v52oAARk2omBatlAx0os-K(esr-dH2oresotu6OzooEtwAPUnpp2GpS2i)DdA6ptcnaspe0aCirei-bnhM09dkDooP,oametvmnH|eSpImorefyte,oHenreawamaHdrld,28,934.32,33.37,2021-07-19 00:00:00,7I10B0QK30
#NAME?,r34eesrapaupmleluim3rwlnsouleaz0nfs1pyo8rrofsr4.meoae.eby/yrld1fy0zllsipe,amayun|etsrogeB|caeWnFr,sEirlrleyP,6,156.48,26.08,2021-07-19 00:00:00,J0D6MM9BMB
m.oaocinarctez-dm,exbhhoti-riitietscetawfmabgptmwuhncotivntssetiedrbhgwghrosienbirsacwwnltiov/altznt-iu,odegiHe|mndB,BacisAonaszm,20,371.21,18.56,2021-07-19 00:00:00,V1Z0BQV6F0
n-maeamm.acrzkoto,"ifrieprenoaaeecu1bsnofhohsaanccehisocaslnteerah.ssc1etelerubusi""ekcpnifrpheleeoiastsppsibcntlponopisuop1nesolibolbdvuplfd6enedopshocpboldest",ee|CsPlnahoCessl,NdoinA,17,139.84,8.23,2021-07-19 00:00:00,B7ZH0BT9KJ
macermkaoma-nzto.,nioorrmriobt60eetbdctnsurlbedtntcpallisiroerrilesmnuiseoefnttmngrkuenedarmneg(dogldepcda)iahtao2noarerselwetwlkclnamoyeifauoboasnwptmadtshoe37,iHmood|nWwe,OETCWINN,5,135.75,27.15,2021-07-19 00:00:00,SMR4TG770B
rzo.mma-codecatni,tccsaenfnesfeuwardtab2ouoylsodgir6fegtotlcltl4irgso#nrtotdlmsgroaitttnwu8saxtmotsrteefasirebbthosc9eaeefeecstisettlrnelauo,oiK|eHnemhtc,uitmoeErteGl,24,719.76,29.99,2021-07-19 00:00:00,BK2M8001H0
mc-mezrioa.tcaond,dtbhggux5iubmmbim/ig(bay3od//eedmicm)i2/tmh0rec3te4s.6gs/t4dso4a.b/h0pr2/da5a5a/sdnvbdrrda1c/o/.05/alaam,|ocoCrotEolscpbrMrmdrssietteune|ha,byaGetgi,31,3689.0,119.0,2021-07-19 00:00:00,6B9R80F7D3
nraomamzoe-ka.ctm,aesnspcnampsosbacoeerroerkpeat/srriaimenwrfroeeniremopriawoirxecmsrpntcmeiaoraloaodcossrsfanadlgaooancksrlaorlfrycmptceckassaeaarloanfdcblterbc,ieCssccreEaalms|aor|tnCe,Poerarxetw,4,79.96,19.99,2021-07-19 00:00:00,CB0JTB6467
to.zmmkemnca-aora,dlrt-rittnltbseswhoilaonueiiecfiiuddh&i-laepgetrruiyptlmcntkeorsatrh-kwbdiltgptz&ra6pofrerwifmmdetrihaugttacy1glnl2bssnrlopwoceauokdinensbpoeaeotogcogrfkroaaiei,ropSst,nuHmeeTo,22,241.78,10.99,2021-07-19 00:00:00,7R82BXZH06
armtamom-oaze.cnk,oabeiacaauafkosuarsodicpendlehcmfetrhtpsccananaabinaskioahhpognnrfttbzefoowrotdekbetutlhilkh,semiuteEo|rrocctClnsp,ZLAAA,4,139.96,34.99,2021-07-19 00:00:00,LNR2PPB0M8
eaammrk.zaotco-mn,amrehdhreolldvporeli-eohesiomliyfamlbrfaoeibikledndlrdsosrhwboeupfchtrew-lfmsbdepollvnw-bhonaccpmeailmanamrlsggsaohitrtdalonxcolff,rmgnHpnog|etiLiImtmeeohv,citgrBheh,35,1924.65,54.99,2021-07-19 00:00:00,0M3T76VBXW
om.oerzam-naamtck,ailakked)ga-ccuslohgperml7fcav(3fosaeprculsebo0i,ateByu,lisimuc3dCeBsalralrePV)7hf0GO(FkPcceea-Gaulooaks,3,77.94,25.98,2021-07-19 00:00:00,7R82BXZH06
maaom-aor.mcezktn,SFZR3LCAOVANFERSNFRH1D46CP-9TYCSC7O94W10WECOAODE5KILA3EAUNDHS3WOTNYAHSED7ER.LE8WE09,rc|nrdCeyoayG,OWRESFL,24,303.17,12.63,2021-07-19 00:00:00,MOB0YBK0R2
maoe-mmctarkzon.a,rorisuuuluolqpbertv8odflftloisavtiiiscpbsdeuepcbssihusnipcoilnlelo7ahnh/nssiopbfilroeimcp8oeo7oaeiyurfevlepsphomciceswcetit,seslPl|hsCCneeoa,Voiio,4,39.96,9.99,2021-07-19 00:00:00,J0D6MM9BMB
mmaozn-ct.erkaaom,iee-rosfeofwdo0peawmrstn-ltiicgdomenoiti0umtbdcomuiyplooseptr6ildsogs3abpohps-ii-upt-iscaori/oys&-nutsnebpodouopon&flbpomtionmonmocnebmdpoirisptrutasdrbnrsaelfnu,antmpp|hteHslueleS,rdlNtfaetaLius,26,672.88,25.88,2021-07-19 00:00:00,8OLB00XIYW
aoa.ra-ommkzcetnm,posfotyecmnfndlhhrbyestacaasiurarbud6rpadotli&yodi1fhrecoaeeo,|arareCBapaomuheyStHoi|,aebdByo,26,466.7,17.95,2021-07-19 00:00:00,2BJV0HG428
aomzatc.rnm-emkao,rcaasaftgilirtt3ueadkloankbmhiifeafelj2d.usnaleojl-ocrmeenlaplscste1bzfeyseqrorlpetwnrdrssencciliauto,ihme|KHnecot,coCnnunhLityeetiK,25,498.75,19.95,2021-07-19 00:00:00,0M5BD5LY8Q
ako.rm-ocmnmaztae,k'oenm0l-ktt(spyie7vres3iac-lm8cgs)0i730saekks5i,otlvsAeur|aeeoimCtn,'M7ecKs3e,1,49.99,49.99,2021-07-19 00:00:00,PLQSB7VZV0
etko.armzc-mmaoan,GerF1tLtKS.Slik.Uu5dMdh-elGUaFhtaAs'tpcPoMBAsui/4eiAKl5,ann,nna,6,169.74,28.29,2021-07-19 00:00:00,BWJT4702CN
zamoar-mmk.naecot,"eiasgnr.bhevtecsginernwmcfuoiast""itpxnbccmxohylaeoornas0lcemburshneoaasclnfpnyooi5itnsagaopn0ufsfesp2efusttgpdoourxgcisltm2ageleesr6rancrs-tfbooaelavheeadswilstlksk",ann,ann,13,129.87,9.99,2021-07-19 00:00:00,1D0U1B3AP7
aameczcn.io-dotmr,loonOc1rizelm0LemRbdaq0Csrmm7mMaeapmSlBo4hieop/BlCee5eSdru0u9-snHpdnLe0hsPnLitaOepnK1l2l1m,pu'eiiicnSsetpntHmileeauaCtshmliineMtm|inneVdnrphtsmads|&plVsS&ele&,hrraHPmeb,23,294.17,12.79,2021-07-19 00:00:00,KSPKYBB9D0
mkmaoacntez-.oarm,il+ee(l+mmCnot1Palar0eriBtfdd+aerl&HeladnoiPrHitn2o)wgercespmnrunPgoeC115ieigPM#dotuAtnuWi3SlimCViiolorcyanweiCoan-Ploo,lhuHanepm|etetSspl,aNasaerluZtl,21,734.58,34.98,2021-07-20 00:00:00,EIJB1WH4F0
.inrmctocazem-aod,eoscrion5sircieeetnlc+cieefgte.llraocycendbo3kdniohiyoph'wcs7drtaorhbans,CeipltStua|psseP,Disci'StilenceelH,15,284.85,18.99,2021-07-20 00:00:00,7K15BGY9S0
eknammztrcoa-m.oa,athosacwincnocoiiecnkeiyphtecbnticcmseeao&iymknghbnaiptdsegoitrntaucgaifemtrptaatgreesrnaongoanemvnhrrbmrnaimaerdennihpcnlesantiarnittdidktabscadtshaagczeucrsur,tyrC||sueeknCaramBeSia,OHSGVY,26,439.14,16.89,2021-07-20 00:00:00,B4TRX04D7R
cmmka-razeomnoat.,gahhiceplieerlikleodrfaoaistlhselaslclwocnyrnway&dnaldukledhmoplevlyidf&ctiflrsiooiemoppcercr-dmaoiia,rG|rcCoanydye,SeAmhreeinOpUp,20,320.13,16.01,2021-07-20 00:00:00,CTW0BL8YH5
oaoz.cn-atmmmekar,xgras-cntiatattocicaraixfglsrniapwnuemuo-nuagitere'oensufnue-syrlteiebtldiyllgdi-eu'ulegwyueiseslrhstltoivbsantooenpltgoyesepoiarayohes&2wda.egrxpocyaasdoytenesasm,psgeitoSPuespD|l,SglrSgiugyun,4,150.76,37.69,2021-07-20 00:00:00,658089B3N7
e-kzonmcarmtoma.a,5nccpnnkzis7soopapa(re1sd8drpe.caima)-,oHem,rtPppysroa,22,328.9,14.95,2021-07-20 00:00:00,HHNB3LV8C0
oazma.coantmmre-k,fleaochserzo:s2dr8t8hrerwnemdelcevexw1lesuporczasroqathoscmdiptokoviaflscowcpaeeorlmop-ouypetmlvseoeetvafio1,dnieHgBo|mde,DZEEEN,6,76.44,12.74,2021-07-20 00:00:00,98ZR04L4JB
kmzacm-ane.otaomr,odatxoigurwttidorfiofnaeotoryt–brnrltgeteedwnonotaiuooesrgnolsteh3bikn&atzp-haa2nmkowmpirvrrnksfatotoriummlroe,csrsSecsp|oeAisort,tdoGsrohu,29,367.44,12.67,2021-07-20 00:00:00,B77BVBW360
aaecm-k.mzmtoarno,"olatrub0netatclposhgsg0g0crmlacaksfayii""4uymn()ipcelbmniwmoatq""bpouta""bs1""gyogeeiwa",oh|tieom|lneWgCosntsmuC,tapyuoeaMfB,23,327.31,14.23,2021-07-20 00:00:00,0BM5T75DS7
mmeokocmnz.t-aaar,ibelklesshehekdeedtagsscs-iiueeedgitenilktnibtsnreakso0ftetcozpeeheisgaiifes0thlfelreaism4rleeteaop1ftyybdrpcthtsibseypd%pbssiee,geniddBmHe|o,Blifesed,3,98.97,32.99,2021-07-20 00:00:00,BV7J2R0KQ3
aaze.tamomn-kcmro,dt4laid)e/hlararo1luamola5ertg(nmdroasreo-npn-ufte(blgmadfarhyoih2n)2atcpitmesnebehftieicaeieyituosilsteo+einmetmltfiaibtpvtem0nesgmapurhhnegterllmeiltcn0tclsym1nncno,mlS|nahteHetleppus,ANRNIGETU,6,1049.7,174.95,2021-07-20 00:00:00,M0RBQM7FBL
cmmiarote-ndz.aoc,bddkus&fllcifnofo1o.heak(vtgsraouudburcl-)geeekbrft&ingapiluioee1neegtfbnaafi4errfcturtenructannnueo8neelgglioipscetbrc,oC|rcynoogkrGei,eichBersnBdr,4,43.56,10.89,2021-07-20 00:00:00,BF0SDGSMP7
oaiccrmtaomze.d-n,e2nolrklinanafuwe4ioortvteodeaflipigacame4ttopz,s|SttaiPeplepuCs,lWeoito,24,359.76,14.99,2021-07-20 00:00:00,703XM0QVBI
moea-rtmzcomaa.kn,aHoevirMiralhhEeorkSaingedwriPeFrytebttllkS,psnhptlateueelmH|S,rroeoePCw,22,87.78,3.99,2021-07-20 00:00:00,0LQAJB8T0M
mao.kcmeanarz-mot,oevvplbmlgemxfhie5fontfuoxl-udsseb0sb-lyos-apaieli,eo|SaCsTHnoleeoemlnsigus|pullHphidoo,hseFlfPuti,16,159.68,9.98,2021-07-20 00:00:00,X0SN658NB4
eo-nkarmzctaao.mm,cHfX2raluavho0yi3oae)h(Tca0DuiteacRetgrterlPNeXChtiLstrr/rtxoyfevtuyrrcbtWU2nxwoelSonaogotaCUiPGvTyra[stebaGyoNspdleeleeMeuakoot]Ra,elCePsosleha|snC,XMX,6,83.7,13.95,2021-07-20 00:00:00,NLB8H43Q0H
t.cmanokaeza-mrmo,3es-xghaxcxui0wngok0mabehdx0wsoir7sxlni7snoh5g2nahlg21aaosdrasarmkeibrmiinbxpcg3mt1rg6hxxi1n39gfwsrlakxso7u79r,rstAnacsECceal|mceiciso|rsreeo,omNaeww,31,371.69,11.99,2021-07-20 00:00:00,2IB4080O22
aodt-cc.zemomnira,SHeClbuWgGGeUae8yepaDircyarppnltarlIi5vEoelnciHBtDhieieoysS,Byab|Derpia,SHGUEGI,27,867.79,32.14,2021-07-20 00:00:00,2BJV0HG428
ptaoicimurzsb-Ps3oocnam.n,4osifhdfgelrtnuncesswouehmuxpafixoo-teyoaixaalevumbrrrtbehaiwn-rirnmttirreomgsfopsaslarelbestoicowcpassoanim,eknaFtrCuay|SeacieB|,neoAev,3,23.85,7.95,2021-07-20 00:00:00,BIBIT01Z4E
memkam.toaronzc-a,srtorblscpcsegoenaccsingunreesiag2tantbklei-fsesnrdge0uoenlenahonil,HnhKmieco|te,GcinrlcMiaisseinefOenufahds,7,111.93,15.99,2021-07-20 00:00:00,1FA089B0PW
aemozcram-nmakot.,uro7eenie-sronydvfrdcceaunahdlearrtgdmlvhgce,|uuVeamcoHms,Dsony,6,2879.94,479.99,2021-07-20 00:00:00,0M5BD5LY8Q
matcormkza.e-anmo,rziidoeenuerldyafploilgrsdmesa&ioudyiyie-elo6--domaosyda-eetnmcty-uuuertlrtalonitlc-iqiebiorrnosiaefkocrlnvuaitphyrardteotybopdodrriysfgdo1etmarsdhvnaeerott,tlmn|eaelhsuppeSHt,BdoByoi,12,149.94,12.5,2021-07-20 00:00:00,BH0CG8W1RV
anot-rocmema.zmak,tbobebisesvtnnytcaiylebdbtantyhisalsi6ofmxeioboiwsomlotikbilcpnlyotgtbsdohasrkftmoesamutbsnoybtcbnaylbnesgskyttosoofryoieh,oba|yTBys,ixiM,6,119.94,19.99,2021-07-20 00:00:00,PBH4W6B0W7
amacrntk-o.mamezo,i0igncoml1lntanerrarat%aic-tltroe(lpeiuesaaisetehgs1iilndosgpicrststgfurdeeees0r0eaeeaobd)-wecouin,etaenrdAeceiMl|elnavHihtit,SouaolnglsinetHi,5,34.95,6.99,2021-07-20 00:00:00,WEB7350450
mcdeoi.ro-natcmza,rppeexe2pgscanodsyocsppecdrlan1/hembuhxutay1poeioordto3rcrmhnipes/rlorkaoomyd,selCslahC|eonPes,Speck,22,340.89,15.49,2021-07-20 00:00:00,BFGN508DB8
zaona.amerm-mktoc,oic0loslltsr&bagtwaepn/reeitoiairuithmonmectrrutfoohprlldtohmek3ltofrc0cebepcipreliemls0wroaekblhhnmoomrlecpdvds4arofl（l2lmnntfreomlt-r）eordofogogoa3ruogtyis,mmoenenig|gvtIimtHphLoer,OFOOJ,107,6418.93,59.99,2021-07-20 00:00:00,RBRD0FDR38
kzm.o-macotmnaare,"sbeonnesfwpecr-toeceeeuebarahksokesishiylncetoed1fellwhtlueifefc8sdxlbtbcrgmabeilphtemsdklpoya""hcontothhaemd6uiseslles",d|imondBgeeH,uxubLCl,2,63.9,31.95,2021-07-20 00:00:00,5YRNV8KB05
rmnzo.oa-amtemkac,eausaycpynesfes3av3mmenloluedirleopipdtsnse.soearuy,Fogm||nraeecresaaBnuWyt,tDYviesSleelse,11,221.93,20.18,2021-07-20 00:00:00,BH0CG8W1RV
m.crc-ainamztedoo,nyctogsa1thueoh0eaneelltrrniannioueecrtahl3gnhektnu,auBpkauMeyet|,eNauongetr,30,183.21,6.11,2021-07-20 00:00:00,V7RGBSMNY0
aomzroaec-tmkman.,aotpuHUaWuzcC1pmOreay3rN35oeeo7-zkR3Nmodlt8sSdAa7F96ClCr/8tyO4,eHaemRostledeCil|dh,aua'sNryetW,30,419.49,13.98,2021-07-20 00:00:00,H0MB2W815G
ko-ontremm.zacama,-bitnincnhr)etiatHghS-oaGSaefncstoralnCSHn!ecrenterkedsooio-iFGrSaraGe3oku3elM'zr(Foeaoesfch,muoo&rdtoGoyecGrrFe,eWerb,19,227.81,11.99,2021-07-20 00:00:00,1Q084BG4MF
cetzmmco-ra.oadin,wcke%nerdlspca6s&ec9demeeeripndhare0niibbt9wa-taltuioicrec-hleueocalninbswaoetsgon&ftcyimawearpawsoanctisatph,iyeBp|baraD,rciBa,27,269.73,9.99,2021-07-20 00:00:00,90B42H1NQM
mac-nza.oetmkrmoa,2lldprekreuddnmymgt(ginysehuyiynglliaeyeoikfmkuwslrlmwwrscretaeeetteeoimismooliooefannsnel)liarncnegiateolsiuoshatheiereeecaooecslpy1lspnlsosya,yeEu|yeu|teneaapBklriM,cnireG,23,229.54,9.98,2021-07-20 00:00:00,ZGHCJBL08J
ecrta-imcodzamon.,C3CTUM0.AKCSRNASTMCOTAEOKCYISVP,ekn|srSocGaryc,rtLayoiF,7,87.36,12.48,2021-07-20 00:00:00,7CS5RBT2B0
emakr-ztma.aonmco,slulssrrrdrotoifdiwehltbwoibcenlrafovgtschdatethkuspha）ldbbanxyoeamek（imcfghaeeisnegfnsiwisdrlntsogirroytstbmlhdaubewbuarsnnnaobrsohibhptnbwoaeeekaehsmenor,|Weh|ynCrtueBSesasaiak,Oayl,31,309.69,9.99,2021-07-20 00:00:00,M2G07F999B
